id,name,supertype,subtypes,rules,set,number,artist,rarity,legalities,regulationMark,images,tcgplayer,cardmarket,abilities,attacks,flavorText,hp
swsh11-170,Windup Arm,Trainer,"['Item', 'Pokémon Tool']","[""The Pokémon this card is attached to can attack even if it's Asleep or Paralyzed."", 'You may play any number of Item cards during your turn.', ""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached.""]","{'id': 'swsh11', 'name': 'Lost Origin', 'series': 'Sword & Shield', 'printedTotal': 196, 'total': 217, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'LOR', 'releaseDate': '2022/09/09', 'updatedAt': '2022/09/09 13:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh11/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh11/logo.png'}}",170,Toyste Beach,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh11/170.png', 'large': 'https://images.pokemontcg.io/swsh11/170_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh11-170', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 11.5, 'market': 0.03, 'directLow': None}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.16, 'high': 2.0, 'market': 0.16, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh11-170', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.05, 'lowPrice': 0.02, 'trendPrice': 0.06, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.15, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.17, 'lowPriceExPlus': 0.02, 'avg1': 0.02, 'avg7': 0.08, 'avg30': 0.04, 'reverseHoloAvg1': 0.2, 'reverseHoloAvg7': 0.14, 'reverseHoloAvg30': 0.13}}",,,,
swsh11-208,Lady,Trainer,['Supporter'],"['Search your deck for up to 4 basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.', 'You may play only 1 Supporter card during your turn.']","{'id': 'swsh11', 'name': 'Lost Origin', 'series': 'Sword & Shield', 'printedTotal': 196, 'total': 217, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'LOR', 'releaseDate': '2022/09/09', 'updatedAt': '2022/09/09 13:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh11/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh11/logo.png'}}",208,saino misaki,Rare Rainbow,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh11/208.png', 'large': 'https://images.pokemontcg.io/swsh11/208_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh11-208', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 3.49, 'mid': 4.78, 'high': 29.99, 'market': 4.71, 'directLow': 5.64}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh11-208', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 6.53, 'lowPrice': 3.5, 'trendPrice': 6.39, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 3.99, 'avg1': 8.95, 'avg7': 6.22, 'avg30': 6.5, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,,
swsh11-211,Volo,Trainer,['Supporter'],"['Discard 1 of your Benched Pokémon V and all attached cards.', 'You may play only 1 Supporter card during your turn.']","{'id': 'swsh11', 'name': 'Lost Origin', 'series': 'Sword & Shield', 'printedTotal': 196, 'total': 217, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'LOR', 'releaseDate': '2022/09/09', 'updatedAt': '2022/09/09 13:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh11/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh11/logo.png'}}",211,kirisAki,Rare Rainbow,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh11/211.png', 'large': 'https://images.pokemontcg.io/swsh11/211_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh11-211', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 2.66, 'mid': 4.25, 'high': 89.0, 'market': 4.04, 'directLow': 3.98}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh11-211', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 4.51, 'lowPrice': 2.55, 'trendPrice': 4.94, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 2.55, 'avg1': 3.74, 'avg7': 4.48, 'avg30': 4.42, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,,
swsh11-168,Tool Box,Trainer,['Item'],"['Look at the top 7 cards of your deck. You may reveal any number of Pokémon Tool cards you find there and put them into your hand. Shuffle the other cards back into your deck.', 'You may play any number of Item cards during your turn.']","{'id': 'swsh11', 'name': 'Lost Origin', 'series': 'Sword & Shield', 'printedTotal': 196, 'total': 217, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'LOR', 'releaseDate': '2022/09/09', 'updatedAt': '2022/09/09 13:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh11/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh11/logo.png'}}",168,AYUMI ODASHIMA,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh11/168.png', 'large': 'https://images.pokemontcg.io/swsh11/168_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh11-168', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 11.5, 'market': 0.05, 'directLow': None}, 'reverseHolofoil': {'low': 0.02, 'mid': 0.16, 'high': 25.0, 'market': 0.14, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh11-168', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.03, 'lowPrice': 0.02, 'trendPrice': 0.03, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.13, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.1, 'lowPriceExPlus': 0.02, 'avg1': 0.02, 'avg7': 0.04, 'avg30': 0.03, 'reverseHoloAvg1': 0.05, 'reverseHoloAvg7': 0.1, 'reverseHoloAvg30': 0.14}}",,,,
swsh11-156,Damage Pump,Trainer,['Item'],"['Move up to 2 damage counters from 1 of your Pokémon to your other Pokémon in any way you like.', 'You may play any number of Item cards during your turn.']","{'id': 'swsh11', 'name': 'Lost Origin', 'series': 'Sword & Shield', 'printedTotal': 196, 'total': 217, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'LOR', 'releaseDate': '2022/09/09', 'updatedAt': '2022/09/09 13:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh11/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh11/logo.png'}}",156,sadaji,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh11/156.png', 'large': 'https://images.pokemontcg.io/swsh11/156_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh11-156', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 11.5, 'market': 0.1, 'directLow': None}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.24, 'high': 2.0, 'market': 0.22, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh11-156', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.1, 'lowPrice': 0.02, 'trendPrice': 0.1, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.21, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.19, 'lowPriceExPlus': 0.02, 'avg1': 0.02, 'avg7': 0.09, 'avg30': 0.09, 'reverseHoloAvg1': 0.12, 'reverseHoloAvg7': 0.19, 'reverseHoloAvg30': 0.21}}",,,,
swsh12-156,Forest Seal Stone,Trainer,"['Item', 'Pokémon Tool']","['The Pokémon V this card is attached to can use the VSTAR Power on this card.', 'You may play any number of Item cards during your turn.', ""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached.""]","{'id': 'swsh12', 'name': 'Silver Tempest', 'series': 'Sword & Shield', 'printedTotal': 195, 'total': 215, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SIT', 'releaseDate': '2022/11/11', 'updatedAt': '2022/09/09 11:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh12/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh12/logo.png'}}",156,AYUMI ODASHIMA,Rare Holo,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh12/156.png', 'large': 'https://images.pokemontcg.io/swsh12/156_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-156', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 4.29, 'mid': 6.07, 'high': 89.0, 'market': 5.0, 'directLow': 6.17}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh12-156', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 3.45, 'lowPrice': 1.0, 'trendPrice': 3.81, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 3.3, 'reverseHoloLow': 2.8, 'reverseHoloTrend': 3.55, 'lowPriceExPlus': 1.35, 'avg1': 3.92, 'avg7': 3.78, 'avg30': 3.53, 'reverseHoloAvg1': 4.35, 'reverseHoloAvg7': 3.38, 'reverseHoloAvg30': 2.74}}","[{'name': 'Star Alchemy', 'text': ""During your turn, you may search your deck for a card and put it into your hand. Then, shuffle your deck. (You can't use more than 1 VSTAR Power in a game.)"", 'type': 'Ability'}]",,,
swsh12-157,Furisode Girl,Trainer,['Supporter'],"['Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck. You may switch that Pokémon with your Active Pokémon.', 'You may play only 1 Supporter card during your turn.']","{'id': 'swsh12', 'name': 'Silver Tempest', 'series': 'Sword & Shield', 'printedTotal': 195, 'total': 215, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SIT', 'releaseDate': '2022/11/11', 'updatedAt': '2022/09/09 11:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh12/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh12/logo.png'}}",157,Yusuke Ohmura,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh12/157.png', 'large': 'https://images.pokemontcg.io/swsh12/157_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-157', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.03, 'mid': 0.15, 'high': 1.32, 'market': 0.14, 'directLow': 0.03}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 11.5, 'market': 0.07, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh12-157', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.06, 'lowPrice': 0.02, 'trendPrice': 0.04, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.18, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.16, 'lowPriceExPlus': 0.02, 'avg1': 0.02, 'avg7': 0.04, 'avg30': 0.06, 'reverseHoloAvg1': 0.05, 'reverseHoloAvg7': 0.13, 'reverseHoloAvg30': 0.18}}",,,,
swsh12-159,Lance,Trainer,['Supporter'],"['Search your deck for up to 3 Dragon Pokémon, reveal them, and put them into your hand. Then, shuffle your deck.', 'You may play only 1 Supporter card during your turn.']","{'id': 'swsh12', 'name': 'Silver Tempest', 'series': 'Sword & Shield', 'printedTotal': 195, 'total': 215, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SIT', 'releaseDate': '2022/11/11', 'updatedAt': '2022/09/09 11:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh12/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh12/logo.png'}}",159,Ken Sugimori,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh12/159.png', 'large': 'https://images.pokemontcg.io/swsh12/159_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-159', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.05, 'mid': 0.2, 'high': 2.99, 'market': 0.18, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 11.5, 'market': 0.04, 'directLow': 0.03}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh12-159', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.08, 'lowPrice': 0.02, 'trendPrice': 0.12, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.19, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.21, 'lowPriceExPlus': 0.02, 'avg1': 0.14, 'avg7': 0.1, 'avg30': 0.08, 'reverseHoloAvg1': 0.35, 'reverseHoloAvg7': 0.23, 'reverseHoloAvg30': 0.2}}",,,,
swsh12-160,Leafy Camo Poncho,Trainer,"['Item', 'Pokémon Tool']","['Whenever your opponent plays a Supporter card from their hand, prevent all effects of that card done to the Pokémon VSTAR or Pokémon VMAX this card is attached to.', 'You may play any number of Item cards during your turn.', ""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached.""]","{'id': 'swsh12', 'name': 'Silver Tempest', 'series': 'Sword & Shield', 'printedTotal': 195, 'total': 215, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SIT', 'releaseDate': '2022/11/11', 'updatedAt': '2022/09/09 11:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh12/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh12/logo.png'}}",160,Studio Bora Inc.,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh12/160.png', 'large': 'https://images.pokemontcg.io/swsh12/160_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-160', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.25, 'high': 1.28, 'market': 0.33, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 11.5, 'market': 0.03, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh12-160', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.04, 'lowPrice': 0.02, 'trendPrice': 0.03, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.13, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.16, 'lowPriceExPlus': 0.02, 'avg1': 0.03, 'avg7': 0.02, 'avg30': 0.04, 'reverseHoloAvg1': 0.15, 'reverseHoloAvg7': 0.14, 'reverseHoloAvg30': 0.14}}",,,,
swsh12-161,Primordial Altar,Trainer,['Stadium'],"[""Once during each player's turn, that player may look at the top card of their deck. They may discard that card.""]","{'id': 'swsh12', 'name': 'Silver Tempest', 'series': 'Sword & Shield', 'printedTotal': 195, 'total': 215, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SIT', 'releaseDate': '2022/11/11', 'updatedAt': '2022/09/09 11:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh12/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh12/logo.png'}}",161,AYUMI ODASHIMA,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh12/161.png', 'large': 'https://images.pokemontcg.io/swsh12/161_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-161', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.03, 'mid': 0.15, 'high': 1.3, 'market': 0.14, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 11.5, 'market': 0.05, 'directLow': 0.01}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh12-161', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.05, 'lowPrice': 0.02, 'trendPrice': 0.04, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.15, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.13, 'lowPriceExPlus': 0.02, 'avg1': 0.02, 'avg7': 0.03, 'avg30': 0.05, 'reverseHoloAvg1': 0.2, 'reverseHoloAvg7': 0.13, 'reverseHoloAvg30': 0.17}}",,,,
swsh12-163,Quad Stone,Trainer,['Item'],"['You may use 4 Quad Stone cards at once.\n• If you used 1 card, heal 10 damage from your Active Pokémon.\n• If you used 4 cards, heal all damage from each of your Pokémon. (This effect works one time for 4 cards.)', 'You may play any number of Item cards during your turn.']","{'id': 'swsh12', 'name': 'Silver Tempest', 'series': 'Sword & Shield', 'printedTotal': 195, 'total': 215, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SIT', 'releaseDate': '2022/11/11', 'updatedAt': '2022/09/09 11:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh12/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh12/logo.png'}}",163,sadaji,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh12/163.png', 'large': 'https://images.pokemontcg.io/swsh12/163_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-163', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.09, 'high': 11.5, 'market': 0.06, 'directLow': None}, 'reverseHolofoil': {'low': 0.07, 'mid': 0.2, 'high': 3.14, 'market': 0.16, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh12-163', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.04, 'lowPrice': 0.02, 'trendPrice': 0.03, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.22, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.22, 'lowPriceExPlus': 0.02, 'avg1': 0.05, 'avg7': 0.03, 'avg30': 0.05, 'reverseHoloAvg1': 0.1, 'reverseHoloAvg7': 0.21, 'reverseHoloAvg30': 0.24}}",,,,
swsh12-193,Serena,Trainer,['Supporter'],"[""Choose 1:\n• Discard up to 3 cards from your hand. (You must discard at least 1 card.) If you do, draw cards until you have 5 cards in your hand.\n• Switch 1 of your opponent's Benched Pokémon V with their Active Pokémon."", 'You may play only 1 Supporter card during your turn.']","{'id': 'swsh12', 'name': 'Silver Tempest', 'series': 'Sword & Shield', 'printedTotal': 195, 'total': 215, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SIT', 'releaseDate': '2022/11/11', 'updatedAt': '2022/09/09 11:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh12/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh12/logo.png'}}",193,Megumi Mizutani,Rare Ultra,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh12/193.png', 'large': 'https://images.pokemontcg.io/swsh12/193_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-193', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 8.45, 'mid': 12.0, 'high': 89.0, 'market': 10.81, 'directLow': 10.82}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh12-193', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 10.74, 'lowPrice': 4.5, 'trendPrice': 10.66, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 6.8, 'avg1': 11.17, 'avg7': 10.83, 'avg30': 10.43, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,,
swsh12-194,Wallace,Trainer,['Supporter'],"['Draw 3 cards. Your opponent may draw a card. If they do, draw 1 more card.', 'You may play only 1 Supporter card during your turn.']","{'id': 'swsh12', 'name': 'Silver Tempest', 'series': 'Sword & Shield', 'printedTotal': 195, 'total': 215, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SIT', 'releaseDate': '2022/11/11', 'updatedAt': '2022/09/09 11:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh12/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh12/logo.png'}}",194,Ryuta Fuse,Rare Ultra,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh12/194.png', 'large': 'https://images.pokemontcg.io/swsh12/194_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-194', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 3.35, 'mid': 4.53, 'high': 13.0, 'market': 4.22, 'directLow': 6.71}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh12-194', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 10.47, 'lowPrice': 7.49, 'trendPrice': 11.42, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 7.5, 'avg1': 8.86, 'avg7': 9.64, 'avg30': 10.36, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,,
swsh12-151,Brandon,Trainer,['Supporter'],"[""You can use this card only when it is the last card in your hand. Draw a card for each Benched Pokémon (both yours and your opponent's)."", 'You may play only 1 Supporter card during your turn.']","{'id': 'swsh12', 'name': 'Silver Tempest', 'series': 'Sword & Shield', 'printedTotal': 195, 'total': 215, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SIT', 'releaseDate': '2022/11/11', 'updatedAt': '2022/09/09 11:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh12/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh12/logo.png'}}",151,Ken Sugimori,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh12/151.png', 'large': 'https://images.pokemontcg.io/swsh12/151_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-151', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 5.0, 'market': 0.05, 'directLow': None}, 'reverseHolofoil': {'low': 0.02, 'mid': 0.15, 'high': 1.5, 'market': 0.1, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh12-151', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.04, 'lowPrice': 0.02, 'trendPrice': 0.05, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.15, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.19, 'lowPriceExPlus': 0.02, 'avg1': 0.12, 'avg7': 0.04, 'avg30': 0.04, 'reverseHoloAvg1': 0.15, 'reverseHoloAvg7': 0.15, 'reverseHoloAvg30': 0.13}}",,,,
swsh12-152,Candice,Trainer,['Supporter'],"['Look at the top 7 cards of your deck. You may reveal any number of Water Pokémon and Water Energy cards you find there and put them into your hand. Shuffle the other cards back into your deck.', 'You may play only 1 Supporter card during your turn.']","{'id': 'swsh12', 'name': 'Silver Tempest', 'series': 'Sword & Shield', 'printedTotal': 195, 'total': 215, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SIT', 'releaseDate': '2022/11/11', 'updatedAt': '2022/09/09 11:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh12/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh12/logo.png'}}",152,Ken Sugimori,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh12/152.png', 'large': 'https://images.pokemontcg.io/swsh12/152_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-152', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.2, 'high': 4.98, 'market': 0.18, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.11, 'high': 11.5, 'market': 0.11, 'directLow': 0.05}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh12-152', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.08, 'lowPrice': 0.02, 'trendPrice': 0.05, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.19, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.28, 'lowPriceExPlus': 0.02, 'avg1': 0.05, 'avg7': 0.04, 'avg30': 0.08, 'reverseHoloAvg1': 0.41, 'reverseHoloAvg7': 0.27, 'reverseHoloAvg30': 0.22}}",,,,
